ApplicationID,CandidateID,JobID,ApplicationDate,Status,Source,ResumeMatch
A3273,C0491,J023,2025-02-05,Rejected,Campus,42
A3274,C0491,J028,2024-09-25,Interviewed,LinkedIn,70
A3275,C0492,J041,2024-04-18,Applied,Job Portal,61
A3276,C0492,J036,2024-02-23,Interviewed,Careers Site,44
A3277,C0492,J039,2025-01-28,Applied,LinkedIn,44
A3278,C0492,J024,2024-07-21,Rejected,Job Portal,44
A3279,C0492,J049,2025-07-31,Rejected,Job Portal,37
A3280,C0492,J040,2024-12-16,Rejected,Job Portal,56
A3281,C0492,J033,2025-08-08,Rejected,Referral,32
A3282,C0492,J005,2024-02-01,Hired,Campus,42
A3283,C0493,J015,2024-03-13,Interviewed,Campus,30
A3284,C0493,J028,2025-04-23,Interviewed,Careers Site,38
A3285,C0494,J016,2024-07-08,Applied,LinkedIn,47
A3286,C0494,J011,2024-08-22,Rejected,Job Portal,50
A3287,C0494,J018,2024-09-15,Applied,Campus,80
A3288,C0495,J010,2024-03-22,Hired,Job Portal,42
A3289,C0495,J018,2025-05-18,Rejected,Campus,47
A3290,C0495,J007,2024-12-27,Applied,Careers Site,31
A3291,C0495,J017,2025-03-13,Rejected,Campus,50
A3292,C0495,J005,2025-03-08,Rejected,Referral,54
A3293,C0496,J013,2024-09-21,Interviewed,Referral,49
A3294,C0496,J001,2025-04-14,Interviewed,Job Portal,38
A3295,C0496,J046,2024-06-29,Rejected,Job Portal,57
A3296,C0496,J010,2024-09-24,Rejected,Job Portal,39
A3297,C0496,J029,2024-07-22,Shortlisted,Referral,47
A3298,C0496,J011,2025-03-08,Applied,LinkedIn,47
A3299,C0497,J046,2024-12-31,Interviewed,Referral,47
A3300,C0497,J023,2024-04-12,Interviewed,Job Portal,58
A3301,C0498,J045,2024-04-01,Rejected,Referral,50
A3302,C0498,J028,2024-05-06,Shortlisted,Careers Site,48
A3303,C0498,J015,2025-02-01,Rejected,Job Portal,67
A3304,C0498,J029,2024-09-14,Rejected,Campus,36
A3305,C0498,J013,2024-07-14,Shortlisted,Referral,44
A3306,C0498,J009,2025-01-12,Rejected,Campus,57
A3307,C0498,J038,2025-04-03,Rejected,Job Portal,84
A3308,C0498,J016,2024-10-29,Interviewed,Careers Site,62
A3309,C0499,J042,2024-10-10,Rejected,Referral,47
A3310,C0499,J024,2024-01-16,Applied,Job Portal,45
A3311,C0499,J050,2025-08-15,Applied,Campus,61
A3312,C0499,J026,2025-01-31,Rejected,Job Portal,56
A3313,C0500,J030,2024-05-30,Applied,Careers Site,58
